Product Name;Category;Price (€);Quantity Sold;Revenue Total;Transaction Date;Country ;Store-ID;Duplicate Col;Duplicate Col 
Product 1490;;4861;NaN;4611;12-03-2024;Germany;;X;X
Product 1491;Snack;405;NaN;;2021-01-06;Germany;;X;X
Product 1492;Food;;NaN;3261;2019-05-27;France;S-19;X;X
Product 1493;Food;2002,80;NaN;395,84;2021-09-12;France;S-23;X;X
Product 1494;;;;2856,71;2019/01/16;France;;X;X
Product 1495;Snack;3472,93;;328,71;23-07-2019;France;;X;X
Product 1496;Drink;;;2482;2021-05-31;Germany;;X;X
Product 1497;Food;795;NaN;;20/01/2018;;;X;X
Product 1498;Drink;1136,98;;1247,14;2019-08-23;France;;X;X
Product 1499;;3223,79;63;612;06/02/2022;Portugal;;X;X
;Food;262.42;10;;;Portugal;;X;X
Product 1501;Drink;2393,47;NaN;;2021/08/12;;S-14;X;X
Product 1502;Food;1,095.00;44;4253,05;2023-05-06;France;S-16;X;X
Product 1503;Drink;4,749.83;NaN;4646,60;23/12/2023;;;X;X
Product 1504;Snack;2502;7;1572,54;19/11/2021;Germany;S-44;X;X
Product 1505;Snack;;31;1409;22/03/2022;Germany;S-13;X;X
Product 1506;;96;90;;08/01/2023;France;S-35;X;X
Product 1507;Food;;48;3175,56;17/01/2024;Germany;;X;X
Product 1508;Drink;2750,16;NaN;;15-12-2022;France;;X;X
Product 1509;;1000,62;NaN;4499;08-03-2018;Germany;;X;X
Product 1510;Snack;;;307;2023-02-11;France;S-47;X;X
Product 1511;Snack;35,76;;3085;18/06/2022;Germany;S-32;X;X
Product 1512;;2907;60;3,882.71;2022-02-08;;S-50;X;X
Product 1513;Food;2,545.74;;1308;26-11-2018;France;S-36;X;X
Product 1514;Drink;1,985.91;;1788;19-11-2019;France;;X;X
;Snack;2681;;840,15;2019-02-08;;;X;X
Product 1516;;1328;;3,580.43;2024-01-16;Germany;;X;X
Product 1517;Snack;2,554.40;NaN;83;2024/10/30;Portugal;;X;X
Product 1518;Snack;4174;NaN;4,068.22;2022-11-26;Portugal;;X;X
Product 1519;Drink;1672;86;;22/03/2022;Portugal;S-42;X;X
Product 1520;Food;;76;1602,69;;France;S-2;X;X
Product 1521;Food;595;;;11/01/2020;Portugal;;X;X
Product 1522;Drink;;NaN;870;22/07/2019;France;S-27;X;X
Product 1523;;;NaN;174;02-11-2022;Germany;;X;X
Product 1524;;1022,95;92;1554;10-09-2020;Portugal;S-10;X;X
Product 1525;Food;208,30;NaN;4963,21;2021/10/25;Portugal;;X;X
Product 1526;Snack;3,714.07;NaN;3,031.08;2018-07-15;;;X;X
Product 1527;Snack;1000;24;;24-04-2024;;;X;X
Product 1528;;4,164.65;NaN;3795,65;2020-05-26;France;;X;X
Product 1529;Drink;4433;NaN;;2018-10-13;;;X;X
;Snack;1804,69;NaN;;2019-11-28;Germany;;X;X
Product 1531;;3,239.15;74;3286,84;04-08-2019;;S-38;X;X
Product 1532;Drink;2834;NaN;;24/11/2019;;;X;X
Product 1533;Food;1084,03;NaN;;11-04-2019;France;S-22;X;X
Product 1534;Drink;1,549.51;81;2934,80;2020-09-18;France;;X;X
Product 1535;Food;4147;;1056;2023/06/24;Portugal;S-11;X;X
Product 1536;;;NaN;4,081.37;27/01/2019;France;S-20;X;X
Product 1537;Drink;;NaN;4085;22/02/2024;Portugal;;X;X
Product 1538;;4,921.15;;3,940.90;19/01/2023;Germany;;X;X
Product 1539;Food;;95;1899;2020/07/06;Germany;S-6;X;X
Product 1540;Snack;2804;36;4891;;Germany;;X;X
Product 1541;Snack;3,975.02;84;2939;2018/03/06;France;;X;X
Product 1542;Food;388,37;;2,690.48;17-01-2024;France;;X;X
Product 1543;Snack;4422,06;NaN;2421,89;2020/09/28;France;;X;X
Product 1544;Snack;3096,38;30;3,465.87;05-04-2021;Germany;;X;X
;Drink;4733,94;NaN;;26/07/2024;;;X;X
Product 1546;Drink;;;2995,25;19/10/2020;Germany;S-30;X;X
Product 1547;Snack;3,643.74;75;;20-04-2022;Germany;S-4;X;X
Product 1548;Drink;486;10;2816;2019/07/24;France;S-36;X;X
Product 1549;Food;1,076.54;;;16-09-2019;;S-24;X;X
Product 1550;Drink;4854;NaN;4,432.09;22/03/2022;Germany;;X;X
Product 1551;Drink;;76;2486,66;2024-08-17;Portugal;;X;X
Product 1552;Drink;3268;87;97.19;2023/01/11;France;;X;X
Product 1553;;3852,22;84;3558;24-06-2019;;;X;X
Product 1554;Food;1510;41;4,071.28;30/09/2022;Portugal;S-18;X;X
Product 1555;Snack;2,284.64;NaN;135;2020-05-13;;;X;X
Product 1556;Snack;601,63;NaN;;16/12/2019;France;S-12;X;X
Product 1557;;;;2917;2023-12-02;Portugal;;X;X
Product 1558;Drink;872,91;;;08/02/2018;France;;X;X
Product 1559;Food;430.48;84;1027;30-06-2020;France;;X;X
;Food;2276;;3,004.50;;;;X;X
Product 1561;Snack;;48;;14-08-2018;Germany;S-9;X;X
Product 1562;;316.42;NaN;;29/03/2018;Portugal;S-20;X;X
Product 1563;;;;1792;2018/10/20;Germany;;X;X
Product 1564;;3390,10;;2961,28;29-09-2018;Germany;;X;X
Product 1565;;;NaN;;01/10/2020;Germany;;X;X
Product 1566;Food;;NaN;;2022-05-15;France;;X;X
Product 1567;Drink;875,11;52;4353,54;18/10/2019;France;S-26;X;X
Product 1568;Snack;2883,80;;2805,81;08/08/2024;Portugal;S-27;X;X
Product 1569;Food;3283;NaN;3149,41;2020-04-06;Germany;S-5;X;X
Product 1570;;;NaN;599.93;2024/02/23;Germany;;X;X
Product 1571;;1013;54;;2021/11/07;Portugal;;X;X
Product 1572;Snack;122;99;3,050.52;16-07-2024;Germany;;X;X
Product 1573;Drink;4,815.95;NaN;1042,32;2021-12-09;France;;X;X
Product 1574;Drink;;;1,329.75;10/10/2021;Germany;;X;X
;Drink;4051,77;;;2020/09/14;;;X;X
Product 1576;;;NaN;;16-04-2024;;;X;X
Product 1577;Food;;;4391,47;2019/09/11;France;;X;X
Product 1578;Food;3959,82;;;28-03-2018;;;X;X
Product 1579;Drink;1432,59;;;2023-02-15;Portugal;;X;X
Product 1580;Snack;;NaN;;;Portugal;S-26;X;X
Product 1581;Drink;4,103.57;22;3797,31;09/07/2020;;;X;X
Product 1582;Drink;1866;NaN;4208,40;29/06/2019;Germany;S-31;X;X
Product 1583;Snack;3,630.99;;959.91;2023-01-20;Portugal;;X;X
Product 1584;Drink;1603;13;863,39;2024-07-01;France;;X;X
Product 1585;Snack;;NaN;4,152.69;2020-09-02;Germany;;X;X
Product 1586;Snack;1860;NaN;905,25;2020/09/09;Germany;S-18;X;X
Product 1587;Food;3,836.57;NaN;1526;2022/05/23;;S-50;X;X
Product 1588;Snack;;;3,294.04;09/04/2021;Portugal;;X;X
Product 1589;Drink;;38;4307,63;2024-10-08;Portugal;;X;X
;Snack;;;3018,62;2018/12/09;Portugal;;X;X
Product 1591;Drink;432;NaN;2076;18/07/2020;Portugal;;X;X
Product 1592;Snack;4423;;;2024/06/25;France;;X;X
Product 1593;Food;;NaN;557,05;14/04/2024;Portugal;;X;X
Product 1594;Drink;2,253.84;91;4,006.07;14/02/2020;;;X;X
Product 1595;Drink;4448;NaN;3343;2022/10/02;Germany;;X;X
Product 1596;Drink;2,531.76;;4958,14;2018-06-10;France;;X;X
Product 1597;Snack;2,993.96;;74.30;29/04/2019;;S-13;X;X
Product 1598;Food;4,255.49;NaN;2,556.05;2023-12-02;Germany;S-17;X;X
Product 1599;Food;4,886.16;;665,56;2023/09/01;Portugal;;X;X
Product 1600;Food;;;2492,82;;Portugal;;X;X
Product 1601;Food;;;2,695.88;25/12/2023;Portugal;;X;X
Product 1602;Snack;4403,62;NaN;4259,25;2022/05/07;;;X;X
Product 1603;Drink;2597,84;;;2021-09-28;France;;X;X
Product 1604;;1,273.59;94;3,379.82;2020-10-08;France;S-35;X;X
;Food;3698;33;1,287.22;23-08-2018;Germany;S-23;X;X
Product 1606;;2445;63;4934,81;2023-03-23;;;X;X
Product 1607;Snack;3659;64;;2020/04/11;;;X;X
Product 1608;Snack;;19;2869;2022-07-31;Portugal;S-23;X;X
Product 1609;;;34;3536,05;2022-04-13;France;S-4;X;X
Product 1610;Drink;1095;NaN;2,490.08;2022/04/22;Portugal;;X;X
Product 1611;;3749,13;NaN;1229;2022-06-09;Portugal;S-40;X;X
Product 1612;Snack;;60;2,602.78;2019-08-16;Portugal;;X;X
Product 1613;;778.51;91;2,042.53;2023/07/13;France;;X;X
Product 1614;Food;3581,01;87;3800,29;18/04/2023;Portugal;S-35;X;X
Product 1615;Food;2476,01;NaN;408;18-08-2022;;S-35;X;X
Product 1616;Drink;3474;70;;07/01/2020;Portugal;;X;X
Product 1617;;;NaN;3081;2021-05-29;;S-48;X;X
Product 1618;;1,514.29;;;14-11-2022;Portugal;S-32;X;X
Product 1619;;2709,83;NaN;878,43;26/07/2023;Portugal;;X;X
;;4,757.75;NaN;;;France;;X;X
Product 1621;Drink;117,53;NaN;43,46;2023/05/26;;S-20;X;X
Product 1622;Snack;1,478.92;97;2085,31;23-03-2020;France;S-34;X;X
Product 1623;Drink;928,57;;2570,78;15-05-2022;Portugal;;X;X
Product 1624;Snack;;;4117;15-08-2018;France;;X;X
Product 1625;Snack;;NaN;;2020/05/02;Germany;;X;X
Product 1626;Snack;;;2163;2019-05-28;;;X;X
Product 1627;;52;18;3,339.09;2024-01-11;France;S-3;X;X
Product 1628;Drink;1715;10;1,944.37;22/09/2023;Portugal;;X;X
Product 1629;Snack;;NaN;581.36;22-03-2019;Portugal;;X;X
Product 1630;Food;;NaN;4443;14/10/2024;France;;X;X
Product 1631;Snack;3176,10;55;219,14;27-03-2020;France;;X;X
Product 1632;Drink;3395,59;;524;2024/06/19;;;X;X
Product 1633;;2499;28;;2020/09/28;Portugal;;X;X
Product 1634;Food;;;2708;2019-07-02;;S-39;X;X
;Snack;;78;135.29;11-09-2021;Portugal;S-3;X;X
Product 1636;;3764,59;31;4099,25;2022-07-22;Germany;;X;X
Product 1637;Drink;2113;NaN;4209;13/02/2023;;;X;X
Product 1638;Drink;;;2543;08/01/2022;Portugal;S-28;X;X
Product 1639;Food;;21;1779;11-06-2022;;;X;X
Product 1640;Food;;;;;;S-38;X;X
Product 1641;Snack;3795,25;;704;23-07-2021;Portugal;;X;X
Product 1642;;2374,36;;2,330.97;15/12/2021;Germany;;X;X
Product 1643;;414,82;87;3293,57;2024-01-18;Portugal;;X;X
Product 1644;Drink;2273;4;1444;13/03/2022;Germany;S-44;X;X
Product 1645;Drink;;69;3934;07/06/2018;France;S-17;X;X
Product 1646;Snack;171;66;4958,15;2022-06-16;France;S-30;X;X
Product 1647;Snack;;NaN;2238;2018-02-06;Portugal;;X;X
Product 1648;Drink;;;2059;05-01-2021;Portugal;;X;X
Product 1649;Drink;474.77;;2934;2018/03/24;Portugal;;X;X
;;2967,15;92;4066;2019-03-23;;;X;X
Product 1651;;;87;504;2018-04-05;France;;X;X
Product 1652;;345.50;6;1505;2024/04/28;Germany;S-9;X;X
Product 1653;Snack;;NaN;2103;2018-01-14;Germany;;X;X
Product 1654;;4006,54;;2424,95;03-04-2024;France;;X;X
Product 1655;Food;1266,02;NaN;3991;26-11-2019;Portugal;;X;X
Product 1656;Food;;33;800.26;16-01-2021;Portugal;S-48;X;X
Product 1657;;;70;;11-08-2019;;;X;X
Product 1658;;1,466.95;58;1489;21-02-2019;France;;X;X
Product 1659;Drink;199;NaN;4,322.95;2023/02/10;Portugal;;X;X
Product 1660;Drink;2,133.66;;4475;;France;S-17;X;X
Product 1661;Snack;4842,82;;1191,15;2019-06-17;Portugal;;X;X
Product 1662;Food;;NaN;2378;19/01/2022;;S-48;X;X
Product 1663;Food;;NaN;776.28;2021/09/27;Germany;;X;X
Product 1664;Snack;3,878.70;NaN;4695,67;2018/11/17;Portugal;;X;X
;;3862,31;81;;31/07/2023;Germany;;X;X
Product 1666;;1,511.38;24;;20-08-2020;;S-3;X;X
Product 1667;Snack;;NaN;1,701.16;30/11/2020;France;S-40;X;X
Product 1668;Food;;NaN;;28-10-2020;;;X;X
Product 1669;Food;4042,09;62;2,424.47;05/03/2021;Germany;;X;X
Product 1670;;507.69;NaN;;2021-08-25;Portugal;;X;X
Product 1671;Drink;660,00;17;3689;2024/07/08;France;;X;X
Product 1672;Snack;2190;36;1,256.80;2023/07/08;Portugal;S-7;X;X
Product 1673;Snack;;;816,15;2022/10/22;France;S-10;X;X
Product 1674;;102;;820;2019/01/03;Portugal;S-30;X;X
Product 1675;Snack;3174,16;33;4853,45;2022/10/01;Portugal;S-37;X;X
Product 1676;Food;2093,12;93;3,582.89;01/04/2022;;S-11;X;X
Product 1677;;;;1375,27;28-03-2019;Portugal;;X;X
Product 1678;Food;334,69;17;;02/05/2018;Portugal;;X;X
Product 1679;Drink;1313;;687.22;2020/01/27;Portugal;S-24;X;X
;Snack;2,373.13;47;;;;;X;X
Product 1681;Snack;4,533.08;6;4568,77;31-12-2023;;;X;X
Product 1682;Food;605.05;;2222,74;2024/04/04;;S-31;X;X
Product 1683;;431.89;1;2996;07-03-2019;;;X;X
Product 1684;;;NaN;;02-06-2019;Germany;S-28;X;X
Product 1685;Snack;3299;38;246,48;2020/07/16;Portugal;;X;X
Product 1686;Food;;26;4,279.49;02/07/2019;Germany;S-3;X;X
Product 1687;Drink;334.09;;;2023-08-19;;;X;X
Product 1688;Food;2910,60;;4,690.03;09/12/2023;France;;X;X
Product 1689;;2,798.33;;1130;2020-05-29;Germany;S-36;X;X
Product 1690;Snack;1012;;796,50;02/07/2021;Germany;;X;X
Product 1691;Snack;;18;2,654.89;06/06/2018;Germany;S-43;X;X
Product 1692;Snack;55,97;;;01/12/2021;Germany;S-26;X;X
Product 1693;Drink;2550,98;98;1,828.53;2018-06-12;France;;X;X
Product 1694;Drink;563;NaN;4,846.71;2019-06-04;Portugal;S-38;X;X
;;2927,86;NaN;795,59;02/04/2021;Portugal;;X;X
Product 1696;Food;1,516.72;NaN;2637;2022-08-25;Portugal;;X;X
Product 1697;Food;1,597.65;;4000;31-01-2024;Germany;;X;X
Product 1698;Food;4,302.93;NaN;4395,10;04/02/2024;France;S-22;X;X
Product 1699;Drink;;60;2783;18/07/2021;Germany;S-3;X;X
Product 1700;Snack;2,391.38;85;3826,10;;;;X;X
Product 1701;;;;2638,85;06-12-2020;Germany;;X;X
Product 1702;;2765,16;100;3995;2023-07-22;Germany;;X;X
Product 1703;Drink;730.56;NaN;906,72;30-07-2024;Portugal;;X;X
Product 1704;Drink;4,289.23;NaN;2,484.58;2023/08/28;France;;X;X
Product 1705;Snack;4305,93;NaN;1426,54;01-06-2018;;S-29;X;X
Product 1706;Snack;2388,44;NaN;2,058.69;17-10-2018;;S-43;X;X
Product 1707;Drink;2,830.79;NaN;1002;03/10/2018;France;;X;X
Product 1708;;;;1697;28/04/2019;;S-42;X;X
Product 1709;Snack;4198;;977;12-05-2019;Germany;;X;X
;Snack;4688;NaN;;2023-12-02;Germany;;X;X
Product 1711;;;;;15/11/2022;Germany;S-39;X;X
Product 1712;Snack;214;9;638,09;26-05-2022;Portugal;;X;X
Product 1713;;3903,16;;1,351.94;07-07-2022;Germany;;X;X
Product 1714;Food;963;NaN;926.22;04/01/2021;France;S-36;X;X
Product 1715;Snack;1,953.88;10;1,385.15;19/10/2019;Portugal;S-28;X;X
Product 1716;Snack;3,743.04;NaN;4139,78;2020/07/21;France;S-1;X;X
Product 1717;Food;;69;4329,53;2021/06/01;France;;X;X
Product 1718;;3,230.20;NaN;;2022-06-26;Germany;;X;X
Product 1719;Snack;1206;NaN;;09-01-2019;Germany;;X;X
Product 1720;Food;2485,67;NaN;963.58;;France;;X;X
Product 1721;;2163,71;82;1,466.95;2024/05/15;;S-31;X;X
Product 1722;Snack;2086,58;;;2021/05/21;Germany;S-18;X;X
Product 1723;Drink;3,522.37;;3,824.51;2023-02-21;;;X;X
Product 1724;Food;3864,59;29;;08-12-2018;;;X;X
;;;;2513,63;2018/02/12;France;S-32;X;X
Product 1726;Drink;1404;NaN;4613,96;2020/11/14;Portugal;S-8;X;X
Product 1727;;1517;;4477,99;2018/10/19;;;X;X
Product 1728;Drink;;NaN;4,553.57;28-02-2020;;;X;X
Product 1729;Drink;;;;2019/05/14;Germany;;X;X
Product 1730;Food;3,787.09;66;4672,70;2021-10-03;Germany;;X;X
Product 1731;Food;2346,64;NaN;249;28/01/2024;Germany;S-32;X;X
Product 1732;Drink;3457;NaN;4,257.09;31/10/2018;;;X;X
Product 1733;Food;2663,70;;2,353.80;2019-09-12;;;X;X
Product 1734;;1257;NaN;4981;2023-11-28;Portugal;;X;X
Product 1735;Snack;4670;NaN;3257;25-03-2022;Germany;;X;X
Product 1736;;2,972.17;;882,41;2018/06/12;;S-13;X;X
Product 1737;Drink;1565;NaN;2203,27;2024-07-16;Portugal;S-47;X;X
Product 1738;;4,536.09;;1,778.31;12-01-2022;;S-5;X;X
Product 1739;Drink;1742;NaN;;2019-03-21;;;X;X
;;959;6;2465;;France;;X;X
Product 1741;;;NaN;;28-08-2018;Portugal;S-28;X;X
Product 1742;Food;;;1791,39;08-06-2019;France;;X;X
Product 1743;Drink;3,348.42;;4656,11;11-09-2018;;S-38;X;X
Product 1744;Drink;3,841.57;;263;2022/04/09;Germany;;X;X
Product 1745;Snack;4011;80;1483,79;17-10-2018;Portugal;;X;X
Product 1746;;949;73;;2021-04-07;France;;X;X
Product 1747;;3563;NaN;2187,89;2022/10/07;Portugal;;X;X
Product 1748;Snack;;;585.67;2018-05-17;Germany;;X;X
Product 1749;Drink;2,908.75;NaN;;2021/10/10;Germany;;X;X
Product 1750;;586;NaN;;2021/04/20;Portugal;;X;X
Product 1751;Snack;3,192.98;18;1839,46;27/02/2019;;S-9;X;X
Product 1752;Snack;2990;;4914,58;21/08/2023;Germany;;X;X
Product 1753;Snack;;NaN;;30/05/2023;Germany;;X;X
Product 1754;;;25;3752;07/12/2020;;;X;X
;Drink;2421;75;2357;2024-01-02;France;S-30;X;X
Product 1756;Drink;;58;;28-03-2019;Portugal;;X;X
Product 1757;Snack;2,687.04;NaN;4,968.64;2022/11/07;;S-2;X;X
Product 1758;Snack;1273,63;;;12-09-2024;Portugal;;X;X
Product 1759;Drink;;;4857,66;2019/10/27;;S-36;X;X
Product 1760;Snack;;NaN;3725;;France;;X;X
Product 1761;Snack;16.34;;4009;20/11/2023;France;S-18;X;X
Product 1762;Drink;4059;59;;2019/09/27;Germany;;X;X
Product 1763;;;18;1134,36;2024/09/27;Portugal;;X;X
Product 1764;Snack;4673;;4629,42;2023/07/22;;;X;X
Product 1765;;;82;870,18;2024/03/08;Portugal;S-36;X;X
Product 1766;Snack;995,95;;2,679.77;21/03/2019;Germany;;X;X
Product 1767;Snack;;;;24-04-2020;;;X;X
Product 1768;Snack;;NaN;4860;11/12/2021;Portugal;;X;X
Product 1769;Food;2185;36;4126,89;2020/07/04;Germany;;X;X
;;597.22;NaN;696,73;12/02/2022;Portugal;;X;X
Product 1771;;614,58;;3,719.68;2020-04-28;Germany;;X;X
Product 1772;Snack;205,17;NaN;4775,15;19-08-2023;Germany;S-16;X;X
Product 1773;Drink;1386;NaN;;03-04-2019;Portugal;S-21;X;X
Product 1774;Snack;637,11;44;;2024/08/17;Germany;;X;X
Product 1775;Food;;;123,15;19-04-2022;;S-28;X;X
Product 1776;Snack;1024,46;;;12-11-2021;Portugal;;X;X
Product 1777;Food;49;98;3,366.98;20/04/2024;France;;X;X
Product 1778;Snack;4884;NaN;3,382.44;09/10/2024;France;;X;X
Product 1779;;1,420.94;NaN;4,318.85;23-06-2021;Germany;;X;X
Product 1780;Snack;1152;;2878;;Portugal;;X;X
Product 1781;;4639;;;2022-07-24;Germany;S-37;X;X
Product 1782;Drink;4,203.84;NaN;1683;20/04/2023;;;X;X
Product 1783;Drink;114;NaN;2,471.56;12-09-2021;Germany;;X;X
Product 1784;Snack;3,811.76;76;;25-05-2024;France;;X;X
;Snack;;NaN;3009;2021-12-31;Portugal;S-23;X;X
Product 1786;Drink;1015,71;94;1852,92;2020-02-17;Portugal;;X;X
Product 1787;Food;4772,37;14;1031;2021/08/19;Germany;;X;X
Product 1788;Drink;2856;95;1126;10/09/2022;Germany;;X;X
Product 1789;Drink;4047,75;59;792.78;30-09-2022;Portugal;;X;X
Product 1790;Food;;NaN;2204;26/09/2022;France;;X;X
Product 1791;Drink;;;;02/03/2019;Portugal;;X;X
Product 1792;Drink;3,048.04;NaN;4,334.62;2022-11-13;Portugal;;X;X
Product 1793;Food;4588;;;10/11/2022;Germany;S-43;X;X
Product 1794;Food;536.93;98;;2021/03/13;Portugal;;X;X
Product 1795;;;16;;27-12-2020;Portugal;;X;X
Product 1796;Snack;;;2940;21-01-2020;Portugal;S-17;X;X
Product 1797;;2,230.83;NaN;4023;2019/07/08;;S-46;X;X
Product 1798;Food;501,83;;4,698.45;2021/12/23;France;;X;X
Product 1799;Drink;;;1,471.23;16-06-2023;France;S-21;X;X
;Food;;NaN;3460;;;;X;X
Product 1801;Drink;;;;21-09-2024;France;;X;X
Product 1802;;115;13;1,303.62;2021-07-04;Germany;;X;X
Product 1803;;;;;2019/03/05;Germany;S-4;X;X
Product 1804;;2183;;;05/12/2023;Portugal;;X;X
Product 1805;Drink;;;;08/04/2020;Germany;S-14;X;X
Product 1806;Snack;;NaN;;17/06/2022;Portugal;;X;X
Product 1807;Snack;4,191.09;;200.01;07-05-2024;France;;X;X
Product 1808;Snack;1864,81;35;;2018-05-04;France;;X;X
Product 1809;Food;;56;4,562.66;2021/07/01;;;X;X
Product 1810;Food;;;;2023-07-11;France;S-16;X;X
Product 1811;Drink;1035;;231;01-02-2022;France;S-21;X;X
Product 1812;Food;1766;NaN;1900;2023-07-24;;;X;X
Product 1813;Drink;1243;NaN;1172;2024/06/14;Portugal;;X;X
Product 1814;;;;925,64;2021/01/24;Portugal;S-31;X;X
;Drink;;61;479;30-01-2022;France;;X;X
Product 1816;Food;4,803.28;15;1,399.80;2018/11/18;;;X;X
Product 1817;;3227,39;NaN;1275,34;08-06-2018;France;;X;X
Product 1818;;2261,23;;1736;2023/02/02;France;;X;X
Product 1819;Drink;1944;100;;2018/12/12;Germany;;X;X
Product 1820;Snack;1797,60;30;3055,33;;;;X;X
Product 1821;Food;;;;27/02/2019;Germany;;X;X
Product 1822;Food;4545,94;60;4188,71;2022/04/08;;S-29;X;X
Product 1823;Snack;2186;;2,656.12;2018/04/29;;;X;X
Product 1824;Food;1142;;1692;2020/10/08;Germany;S-30;X;X
Product 1825;Snack;4557;29;4,462.07;08/07/2019;Germany;S-47;X;X
Product 1826;Snack;2,392.65;60;2135;15/12/2019;;S-12;X;X
Product 1827;;1,095.68;;;10-03-2023;France;;X;X
Product 1828;;;NaN;;01-08-2024;Portugal;S-10;X;X
Product 1829;Drink;1,822.86;NaN;;2020-02-20;France;S-50;X;X
;;449.86;NaN;1299;26-08-2021;;;X;X
Product 1831;Snack;461,88;NaN;3,668.25;2020-01-10;France;;X;X
Product 1832;Drink;1251;NaN;3160,23;21-09-2023;;S-12;X;X
Product 1833;Food;2265;87;3656;2021/02/16;Germany;;X;X
Product 1834;Snack;;97;1,064.98;25/06/2020;Portugal;;X;X
Product 1835;Drink;1,392.57;82;3986;2022-11-19;Portugal;S-10;X;X
Product 1836;;1145;34;2017;2022-07-05;Portugal;S-11;X;X
Product 1837;Snack;833,14;66;;2023/04/04;Germany;;X;X
Product 1838;Drink;1159,08;;4431;03/06/2024;Portugal;S-41;X;X
Product 1839;Food;3,104.72;NaN;;2024/11/03;;;X;X
Product 1840;Snack;;NaN;;;Germany;;X;X
Product 1841;Snack;4,710.08;NaN;;14/11/2021;Germany;;X;X
Product 1842;Drink;1,181.23;;4632;12-11-2019;Portugal;;X;X
Product 1843;Drink;3013,17;NaN;1162,85;2024-08-28;;S-36;X;X
Product 1844;;336,91;;1667,75;2023-10-20;Germany;;X;X
;;1,345.22;60;;2021/12/22;Portugal;;X;X
Product 1846;Snack;;NaN;4817;17-12-2020;Portugal;;X;X
Product 1847;Food;2767;16;1865,66;2018-07-28;;;X;X
Product 1848;;3,616.04;88;4,230.58;31-08-2022;France;;X;X
Product 1849;Food;2,668.29;8;3,396.63;2020-08-27;France;;X;X
Product 1850;Drink;1228,23;;;30-07-2019;Portugal;;X;X
Product 1851;Drink;1,627.39;;2,411.68;2019-06-14;;S-40;X;X
Product 1852;;3831,75;32;2,320.80;15-11-2021;France;;X;X
Product 1853;Snack;2504,57;32;1081,81;05/10/2020;France;S-39;X;X
Product 1854;Drink;1,969.03;;101,36;2022/05/21;Portugal;S-5;X;X
Product 1855;Food;241.72;;3619;16-07-2018;;;X;X
Product 1856;Snack;4,232.69;48;;30/07/2022;France;S-35;X;X
Product 1857;;4308;66;952,67;05/02/2024;;S-47;X;X
Product 1858;Drink;2869;;;2022-12-21;;S-39;X;X
Product 1859;;;NaN;1754,32;15/10/2019;;;X;X
;Snack;875,73;;1,831.18;;Portugal;S-3;X;X
Product 1861;Snack;3,567.15;8;207.80;08/08/2022;Germany;;X;X
Product 1862;Snack;3200,68;;1,881.35;2019-05-18;France;;X;X
Product 1863;Food;;;3420,02;16-05-2024;Germany;;X;X
Product 1864;Snack;679;35;325;15-02-2024;Portugal;S-48;X;X
Product 1865;Snack;;94;4034;2019/12/08;Germany;;X;X
Product 1866;Drink;;;3951,95;2021-05-12;France;;X;X
Product 1867;Food;;;;08-12-2022;Portugal;S-45;X;X
Product 1868;Food;;38;788;2020-10-30;France;S-26;X;X
Product 1869;;4810;;354,91;29/08/2022;Portugal;S-11;X;X
Product 1870;Snack;;;;2018/02/13;;;X;X
Product 1871;Drink;;;1640,54;03/06/2020;Germany;S-4;X;X
Product 1872;;;NaN;1,938.03;2023-10-27;;S-48;X;X
Product 1873;Snack;631,20;86;768;07-07-2019;Germany;S-26;X;X
Product 1874;Food;1034;27;199,01;11/06/2023;Germany;;X;X
;Snack;4209,73;;2,280.31;09-04-2019;;;X;X
Product 1876;Snack;;34;4,423.25;2023/03/15;Germany;;X;X
Product 1877;Drink;1912;82;;21-11-2019;Portugal;S-15;X;X
Product 1878;Drink;1868;NaN;;2024/01/05;Germany;;X;X
Product 1879;Drink;2436,11;NaN;506;15-02-2020;Germany;;X;X
Product 1880;;1,077.85;18;;;Portugal;;X;X
Product 1881;Drink;2,249.70;49;;09-02-2024;;;X;X
Product 1882;;3245;63;2,380.46;2019/10/18;France;S-2;X;X
Product 1883;Snack;1,981.80;NaN;2379,00;22-07-2019;;;X;X
Product 1884;;81.89;NaN;4,873.51;2021-12-01;Germany;S-23;X;X
Product 1885;;4518;75;2,237.16;2021-01-22;Portugal;;X;X
Product 1886;Drink;;7;;2022/04/15;Germany;;X;X
Product 1887;Drink;3564;47;4632,38;2018/08/23;Germany;;X;X
Product 1888;Food;;23;;2024-02-15;Germany;;X;X
Product 1889;;652,07;;;2024/05/30;France;;X;X
;Snack;1,226.83;34;2353,24;2020-05-28;Germany;;X;X
Product 1891;Food;4485,19;;;2022/10/18;Germany;S-33;X;X
Product 1892;Food;1477,09;NaN;275.23;2022-12-13;France;;X;X
Product 1893;Food;;NaN;;2022/03/12;Portugal;S-33;X;X
Product 1894;Drink;;;1906,39;02-03-2024;France;;X;X
Product 1895;Drink;390;NaN;;17/10/2021;Portugal;;X;X
Product 1896;Drink;;NaN;468;2021-01-12;France;S-48;X;X
Product 1897;Snack;;;;02/06/2023;Germany;;X;X
Product 1898;;338;;;2020/01/08;France;;X;X
Product 1899;Food;967.40;16;311,80;13-11-2021;Portugal;;X;X
Product 1900;Drink;55,28;53;501.18;;France;;X;X
Product 1901;;729;;3,751.47;03/02/2024;Germany;S-31;X;X
